     I  COEFFICIENT            ORDER EXPONENTS
     1  0.3268068079440959E-13   1   1 0  0 0  0 0
     2  0.5430585698532295E-11   1   0 1  0 0  0 0
     3  0.7755380203445211E-02   1   0 0  1 0  0 0
     4  0.6767613615644417E-01   1   0 0  0 1  0 0
     5  0.6598698966885544E-13   1   0 0  0 0  1 0
     6  0.2546758769957198E-13   1   0 0  0 0  0 1
     7  0.2022377968978313E-13   2   2 0  0 0  0 0
     8  0.6861387251350302E-13   2   1 1  0 0  0 0
     9  0.7491835180424581E-12   2   0 2  0 0  0 0
    10  0.2618724636375031       2   1 0  1 0  0 0
    11  -1.593797358530104       2   0 1  1 0  0 0
    12  -.7220608047006087E-12   2   0 0  2 0  0 0
    13   1.909090061447368       2   1 0  0 1  0 0
    14  -7.121493896826737       2   0 1  0 1  0 0
    15  -.8092413203792820E-11   2   0 0  1 1  0 0
    16  0.1980160315804650E-15   2   0 1  0 0  1 0
    17  -.1742210539142433E-05   2   0 0  1 0  1 0
    18  -.1626014104179368E-11   2   1 0  0 0  0 1
    19  -.8127969222067681E-10   2   0 1  0 0  0 1
    20  0.1389244680199053       2   0 0  1 0  0 1
    21  -.2632663167754847E-10   2   0 0  0 2  0 0
    22  -.9037274200866807E-05   2   0 0  0 1  1 0
    23   1.107959139245704       2   0 0  0 1  0 1
    24  -.5659254080512768E-12   2   0 0  0 0  1 1
    25  0.3012486389428695E-11   2   0 0  0 0  0 2
    26  -.3603377310089044E-12   3   3 0  0 0  0 0
    27  -.6690162416029270E-10   3   2 1  0 0  0 0
    28  0.5455799476121556E-09   3   1 2  0 0  0 0
    29  -.1910058596463109E-08   3   0 3  0 0  0 0
    30  -.2294749266972604E-02   3   2 0  1 0  0 0
    31  -.5659841625977974E-01   3   1 1  1 0  0 0
    32  0.1483997897890381       3   0 2  1 0  0 0
    33  0.1756212445201426E-12   3   1 0  2 0  0 0
    34  0.1586959010762253E-10   3   0 1  2 0  0 0
    35  -.7382036729826689E-02   3   0 0  3 0  0 0
    36  -.1119775504044123       3   2 0  0 1  0 0
    37  0.3902939911579097       3   1 1  0 1  0 0
    38   1.075198436956436       3   0 2  0 1  0 0
    39  0.1775686451148638E-11   3   1 0  1 1  0 0
    40  0.1776010182286981E-09   3   0 1  1 1  0 0
    41  -.2889185060911977       3   0 0  2 1  0 0
    42  -.6276940334694169E-12   3   2 0  0 0  1 0
    43  0.5006351710633671E-11   3   1 1  0 0  1 0
    44  -.1724530552864533E-10   3   0 2  0 0  1 0
    45  0.6526024993147768E-05   3   1 0  1 0  1 0
    46  0.5311297140841375E-03   3   0 1  1 0  1 0
    47  0.1449269800017056E-12   3   0 0  2 0  1 0
    48  0.1422973238084585E-11   3   2 0  0 0  0 1
    49  0.8660850801330514E-10   3   1 1  0 0  0 1
    50  -.5173252125900463E-09   3   0 2  0 0  0 1
    51  -.5236738331289358E-01   3   1 0  1 0  0 1
    52  -.5216361772138778E-01   3   0 1  1 0  0 1
    53  0.1111423395119400E-09   3   0 0  2 0  0 1
    54  0.5715681817068120E-11   3   1 0  0 2  0 0
    55  0.5832056301746548E-09   3   0 1  0 2  0 0
    56  -2.983172981503673       3   0 0  1 2  0 0
    57  -.3281211114311016E-03   3   1 0  0 1  1 0
    58  0.4520092521065964E-02   3   0 1  0 1  1 0
    59  0.1617264841721834E-11   3   0 0  1 1  1 0
    60  -.3644639087340507E-15   3   1 0  0 0  2 0
    61  -.4902274237341579E-14   3   0 1  0 0  2 0
    62  -.1252325132971525E-08   3   0 0  1 0  2 0
    63  -1.049142332678796       3   1 0  0 1  0 1
    64  -13.06341128717508       3   0 1  0 1  0 1
    65  0.1239231388811556E-08   3   0 0  1 1  0 1
    66  0.9689813966720353E-12   3   1 0  0 0  1 1
    67  -.4598500986614537E-11   3   0 1  0 0  1 1
    68  0.6105718047967265E-04   3   0 0  1 0  1 1
    69  -.1650478771347757E-08   3   1 0  0 0  0 2
    70  -.1498704849188849E-07   3   0 1  0 0  0 2
    71   1.871431237977690       3   0 0  1 0  0 2
    72  -8.975073570982969       3   0 0  0 3  0 0
    73  0.5278362084765822E-11   3   0 0  0 2  1 0
    74  -.6941074171158690E-08   3   0 0  0 1  2 0
    75  0.2592272107048838E-14   3   0 0  0 0  3 0
    76  0.4025172181647565E-08   3   0 0  0 2  0 1
    77  0.6021553481076747E-03   3   0 0  0 1  1 1
    78  -.2272300554831614E-12   3   0 0  0 0  2 1
    79   11.34082317501986       3   0 0  0 1  0 2
    80  0.2492065642638375E-07   3   0 0  0 0  1 2
    81  0.1421315186392000E-06   3   0 0  0 0  0 3
    ----------------------------------------------
