     I  COEFFICIENT            ORDER EXPONENTS
     1  0.1764781288484437E-03   0   0 0  0 0  0 0
     2  -.1093611022677811E-10   1   1 0  0 0  0 0
     3  -.1317621196791557E-09   1   0 1  0 0  0 0
     4  0.2701523458250037E-11   1   0 0  1 0  0 0
     5  -.1944104166590648E-10   1   0 0  0 1  0 0
     6  0.1297969128988377E-11   1   0 0  0 0  1 0
     7  0.1537453191209146E-09   1   0 0  0 0  0 1
     8  0.5631472735201548E-01   2   2 0  0 0  0 0
     9  0.4229178795623963E-09   2   1 1  0 0  0 0
    10  0.5462128405078689       2   0 2  0 0  0 0
    11  -.4261592561098403E-09   2   1 0  1 0  0 0
    12  0.3684078607575691E-09   2   0 1  1 0  0 0
    13  0.1227441568937178E-01   2   0 0  2 0  0 0
    14  -.2457667064320892E-08   2   1 0  0 1  0 0
    15  -.2185383720461261E-07   2   0 1  0 1  0 0
    16  -.7840146626977123E-09   2   0 0  1 1  0 0
    17  0.2217750201407276E-06   2   1 0  0 0  1 0
    18  0.9229206924544672E-07   2   0 1  0 0  1 0
    19  -.8175539426282730E-15   2   0 0  1 0  1 0
    20  -.4517161341585312E-01   2   1 0  0 0  0 1
    21  0.1187307783305331E-09   2   0 1  0 0  0 1
    22  0.1645814250863408E-09   2   0 0  1 0  0 1
    23   5.202594346681122       2   0 0  0 2  0 0
    24  -.6069271316955893E-14   2   0 0  0 1  1 0
    25  -.1510361960118379E-09   2   0 0  0 0  2 0
    26  0.9352130592261863E-09   2   0 0  0 1  0 1
    27  -.7236579595017268E-07   2   0 0  0 0  1 1
    28  0.7369879142746089E-02   2   0 0  0 0  0 2
    29  0.1197281190778178       3   3 0  0 0  0 0
    30  -.4442585642341839       3   2 1  0 0  0 0
    31  -3.952093395833784       3   1 2  0 0  0 0
    32  -.9977047483127720E-01   3   0 3  0 0  0 0
    33  -.1190905713498021E-08   3   2 0  1 0  0 0
    34  -.1954292488696045E-07   3   1 1  1 0  0 0
    35  -.1196116609850192E-07   3   0 2  1 0  0 0
    36  -.1682503118429262       3   1 0  2 0  0 0
    37  0.1533131931421048       3   0 1  2 0  0 0
    38  0.3410686636976067E-10   3   0 0  3 0  0 0
    39  0.5472185207118669E-08   3   2 0  0 1  0 0
    40  -.2158699697038977E-06   3   1 1  0 1  0 0
    41  0.7778792445413080E-07   3   0 2  0 1  0 0
    42   4.609867992853018       3   1 0  1 1  0 0
    43   19.31448336165065       3   0 1  1 1  0 0
    44  -.1523764677928403E-08   3   0 0  2 1  0 0
    45  0.9666035855097332E-06   3   2 0  0 0  1 0
    46  -.2043524584609733E-04   3   1 1  0 0  1 0
    47  -.1069710406330431E-04   3   0 2  0 0  1 0
    48  0.2026902517008651E-11   3   1 0  1 0  1 0
    49  0.9600423778319483E-11   3   0 1  1 0  1 0
    50  -.3344333209667170E-06   3   0 0  2 0  1 0
    51  -.2266012491838919       3   2 0  0 0  0 1
    52  0.2837298820155333E-01   3   1 1  0 0  0 1
    53   2.386143478348756       3   0 2  0 0  0 1
    54  -.2360055560282562E-07   3   1 0  1 0  0 1
    55  0.4471818311318067E-07   3   0 1  1 0  0 1
    56  0.7479584125232758E-01   3   0 0  2 0  0 1
    57   77.22498508678891       3   1 0  0 2  0 0
    58   100.9109507082643       3   0 1  0 2  0 0
    59  -.2302403917102434E-06   3   0 0  1 2  0 0
    60  -.6355833310541363E-10   3   1 0  0 1  1 0
    61  0.1295135128669752E-09   3   0 1  0 1  1 0
    62  0.3557449918492701E-04   3   0 0  1 1  1 0
    63  -.1203196514008997E-11   3   1 0  0 0  2 0
    64  -.3568245410500121E-10   3   0 1  0 0  2 0
    65  -.2752395846683852E-06   3   1 0  0 1  0 1
    66  -.1356194052979102E-05   3   0 1  0 1  0 1
    67  0.3293905430563465       3   0 0  1 1  0 1
    68  -.2196071405755902E-05   3   1 0  0 0  1 1
    69  0.9569656983002803E-05   3   0 1  0 0  1 1
    70  -.8391293521074309E-12   3   0 0  1 0  1 1
    71  0.2323546833119871       3   1 0  0 0  0 2
    72  -.1549619833267819E-01   3   0 1  0 0  0 2
    73  0.9198103350653906E-08   3   0 0  1 0  0 2
    74  0.8159442594892458E-07   3   0 0  0 3  0 0
    75  0.1673240222910102E-03   3   0 0  0 2  1 0
    76  -.2177317449481346E-15   3   0 0  0 1  2 0
    77  -.4107068281756001E-12   3   0 0  0 0  3 0
    78  -34.07236865627766       3   0 0  0 2  0 1
    79  0.2511643920867613E-10   3   0 0  0 1  1 1
    80  -.1746263737476418E-11   3   0 0  0 0  2 1
    81  0.1083995468163779E-06   3   0 0  0 1  0 2
    82  -.3667403627161455E-05   3   0 0  0 0  1 2
    83  -.6407636710586453E-01   3   0 0  0 0  0 3
    ----------------------------------------------
