     I  COEFFICIENT            ORDER EXPONENTS
     1  0.4957287358386964E-09   0   0 0  0 0  0 0
     2  -.1013395129402561E-13   1   1 0  0 0  0 0
     3  0.2361126911123307E-06   1   0 0  1 0  0 0
     4  -.7785823625613981       1   0 0  0 1  0 0
     5  -.2481476700160304E-14   1   0 0  0 0  1 0
     6  0.5054375979371562E-09   1   0 0  0 0  0 1
     7  -.1581920763971096E-06   2   2 0  0 0  0 0
     8  -.1104671043098960E-11   2   1 1  0 0  0 0
     9  -.1534538336772984E-05   2   0 2  0 0  0 0
    10  -.6364724740424557       2   1 0  1 0  0 0
    11  -13.15150494789866       2   0 1  1 0  0 0
    12  -.3447896193535688E-07   2   0 0  2 0  0 0
    13   86.72568253142768       2   1 0  0 1  0 0
    14  -43.06873095294228       2   0 1  0 1  0 0
    15  0.3407230696593979E-11   2   0 0  1 1  0 0
    16  -.6230048120485358E-12   2   1 0  0 0  1 0
    17  -.4086484584221680E-11   2   0 1  0 0  1 0
    18  -.2777829125390663E-05   2   0 0  1 0  1 0
    19  0.1268900898073039E-06   2   1 0  0 0  0 1
    20  0.4715121079946391E-12   2   0 1  0 0  0 1
    21  0.2755827696272466       2   0 0  1 0  0 1
    22  -.1461421141646457E-04   2   0 0  0 2  0 0
    23  0.1685050934415776E-03   2   0 0  0 1  1 0
    24  -.2985109546968087E-13   2   0 0  0 0  2 0
    25  -35.27996061302328       2   0 0  0 1  0 1
    26  0.1310280468746529E-11   2   0 0  0 0  1 1
    27  -.1334530048068378E-06   2   0 0  0 0  0 2
    28  -.3363287802007769E-06   3   3 0  0 0  0 0
    29  0.1248045763307332E-05   3   2 1  0 0  0 0
    30  0.1110188040275156E-04   3   1 2  0 0  0 0
    31  0.2810173779219793E-06   3   0 3  0 0  0 0
    32   62.92544804281734       3   2 0  1 0  0 0
    33   125.3124878181685       3   1 1  1 0  0 0
    34   83.65095710150399       3   0 2  1 0  0 0
    35  0.4726204356866007E-06   3   1 0  2 0  0 0
    36  -.4307486955646323E-06   3   0 1  2 0  0 0
    37  -3.901773262488625       3   0 0  3 0  0 0
    38   634.0874098075717       3   2 0  0 1  0 0
    39   870.3396055037239       3   1 1  0 1  0 0
    40  -5565.084419528164       3   0 2  0 1  0 0
    41  -.1294930365834338E-04   3   1 0  1 1  0 0
    42  -.5426023317175417E-04   3   0 1  1 1  0 0
    43  -105.4116627437666       3   0 0  2 1  0 0
    44  -.1881925923805784E-11   3   2 0  0 0  1 0
    45  0.5726473326461049E-10   3   1 1  0 0  1 0
    46  0.3787227659373425E-10   3   0 2  0 0  1 0
    47  -.3632593754320451E-01   3   1 0  1 0  1 0
    48  0.3419159048868022E-01   3   0 1  1 0  1 0
    49  0.2541770817161904E-12   3   0 0  2 0  1 0
    50  0.6381060054585057E-06   3   2 0  0 0  0 1
    51  -.7976298530490897E-07   3   1 1  0 0  0 1
    52  -.6688297260310585E-05   3   0 2  0 0  0 1
    53  -92.42805705958314       3   1 0  1 0  0 1
    54  -898.1791990776018       3   0 1  1 0  0 1
    55  -.2100393382974549E-06   3   0 0  2 0  0 1
    56  -.2168929884345415E-03   3   1 0  0 2  0 0
    57  -.2835019978549230E-03   3   0 1  0 2  0 0
    58  -1289.165502407380       3   0 0  1 2  0 0
    59  -.2214741885040357       3   1 0  0 1  1 0
    60  -2.373529726985406       3   0 1  0 1  1 0
    61  -.9994560873920297E-10   3   0 0  1 1  1 0
    62  0.9310752642573129E-15   3   0 1  0 0  2 0
    63  -.6895402584144516E-07   3   0 0  1 0  2 0
    64   4852.446746007939       3   1 0  0 1  0 1
    65  -4436.899939971156       3   0 1  0 1  0 1
    66  -.9252354143260747E-06   3   0 0  1 1  0 1
    67  0.5528682270679633E-11   3   1 0  0 0  1 1
    68  -.1909448944345824E-09   3   0 1  0 0  1 1
    69  0.1440445680218451E-01   3   0 0  1 0  1 1
    70  -.6535719551514342E-06   3   1 0  0 0  0 2
    71  0.4360964810384521E-07   3   0 1  0 0  0 2
    72   26.96104909273508       3   0 0  1 0  0 2
    73   13046.50021076129       3   0 0  0 3  0 0
    74  -.7528723678840039E-09   3   0 0  0 2  1 0
    75  -.6406635039119359E-06   3   0 0  0 1  2 0
    76  0.9572587745866600E-04   3   0 0  0 2  0 1
    77  0.9805617090655119E-01   3   0 0  0 1  1 1
    78  0.2040267888466700E-09   3   0 0  0 0  2 1
    79  -1953.379492493790       3   0 0  0 1  0 2
    80  -.2237581774537958E-07   3   0 0  0 0  1 2
    81  0.1519234922420418E-02   3   0 0  0 0  0 3
    ----------------------------------------------
