 -0.1223899E-14 0.2439604E-15 0.0000000E+00 0.0000000E+00 0.2318274E-12 000000
   1.493395     0.2650232     0.0000000E+00 0.0000000E+00 0.1993224     100000
  -7.292044    -0.6244568     0.0000000E+00 0.0000000E+00 -1.537853     010000
  0.0000000E+00 0.0000000E+00 -1.882484     0.4040342     0.0000000E+00 001000
  0.0000000E+00 0.0000000E+00 -14.60411      2.603241     0.0000000E+00 000100
  0.8279110E-05 0.2779805E-05 0.0000000E+00 0.0000000E+00 0.9989404     000010
 -0.8431535    -0.2830983     0.0000000E+00 0.0000000E+00  107.9124     000001
  0.2179858     0.3409564E-01 0.0000000E+00 0.0000000E+00 -3.080750     200000
  -6.280993     -1.265316     0.0000000E+00 0.0000000E+00  15.38978     110000
   26.57053      6.491300     0.0000000E+00 0.0000000E+00 -25.99797     020000
  0.0000000E+00 0.0000000E+00 -4.268844     0.9977763     0.0000000E+00 101000
  0.0000000E+00 0.0000000E+00  31.26348     -8.598941     0.0000000E+00 011000
  -2.095342    -0.4232528     0.0000000E+00 0.0000000E+00 0.4641990     002000
  0.0000000E+00 0.0000000E+00 -11.76507      4.362477     0.0000000E+00 100100
  0.0000000E+00 0.0000000E+00  47.51546     -33.67432     0.0000000E+00 010100
  -40.77661     -9.552430     0.0000000E+00 0.0000000E+00-0.3119087     001100
  0.2097918E-03-0.3715554E-05 0.0000000E+00 0.0000000E+00-0.9884272E-05 100010
 -0.3303141E-03 0.4724741E-04 0.0000000E+00 0.0000000E+00 0.1129350E-03 010010
  0.0000000E+00 0.0000000E+00-0.1421718E-03 0.2320613E-04 0.0000000E+00 001010
  -21.36543     0.3783961     0.0000000E+00 0.0000000E+00  1.006625     100001
   33.63954     -4.811727     0.0000000E+00 0.0000000E+00 -11.50142     010001
  0.0000000E+00 0.0000000E+00  14.47893     -2.363337     0.0000000E+00 001001
  -154.2308     -38.44671     0.0000000E+00 0.0000000E+00 -11.98095     000200
  0.0000000E+00 0.0000000E+00-0.4828583E-03 0.8705975E-04 0.0000000E+00 000110
  0.7865706E-09-0.9845975E-10 0.0000000E+00 0.0000000E+00-0.8319256E-08 000020
  0.0000000E+00 0.0000000E+00  49.17481     -8.866259     0.0000000E+00 000101
 -0.1602099E-03 0.2005460E-04 0.0000000E+00 0.0000000E+00 0.1694484E-02 000011
   8.157975     -1.021191     0.0000000E+00 0.0000000E+00 -86.28404     000002
  -4.925788     -3.907560     0.0000000E+00 0.0000000E+00 -1.548575     300000
   395.0638      121.2532     0.0000000E+00 0.0000000E+00  33.38304     210000
  -3111.815     -979.7841     0.0000000E+00 0.0000000E+00  52.04952     120000
   6409.963      2301.714     0.0000000E+00 0.0000000E+00 -612.8222     030000
  0.0000000E+00 0.0000000E+00 -21.51982      6.832966     0.0000000E+00 201000
  0.0000000E+00 0.0000000E+00 -836.0242      243.0117     0.0000000E+00 111000
  0.0000000E+00 0.0000000E+00  653.5093     -816.8283     0.0000000E+00 021000
   115.3519      17.70756     0.0000000E+00 0.0000000E+00 -11.77990     102000
  -1438.469     -297.1975     0.0000000E+00 0.0000000E+00  123.4418     012000
  0.0000000E+00 0.0000000E+00  54.29029     -6.461806     0.0000000E+00 003000
  0.0000000E+00 0.0000000E+00  396.7849     -65.56784     0.0000000E+00 200100
  0.0000000E+00 0.0000000E+00 -4911.996      1853.280     0.0000000E+00 110100
  0.0000000E+00 0.0000000E+00 -2994.106     -5132.729     0.0000000E+00 020100
   2693.002      424.8304     0.0000000E+00 0.0000000E+00-0.2445135     101100
  -20705.02     -4663.636     0.0000000E+00 0.0000000E+00  2139.505     011100
  0.0000000E+00 0.0000000E+00  1232.968     -186.8607     0.0000000E+00 002100
  0.7073101E-03 0.6815804E-04 0.0000000E+00 0.0000000E+00-0.6958195E-03 200010
 -0.9549105E-02-0.1604211E-02 0.0000000E+00 0.0000000E+00 0.5865844E-02 110010
  0.1870254E-01 0.4500420E-02 0.0000000E+00 0.0000000E+00-0.1182882E-01 020010
  0.0000000E+00 0.0000000E+00-0.2789119E-03 0.4930124E-03 0.0000000E+00 101010
  0.0000000E+00 0.0000000E+00-0.2848100E-02-0.2828376E-02 0.0000000E+00 011010
 -0.2424724E-02-0.6529572E-03 0.0000000E+00 0.0000000E+00-0.2187498E-03 002010
  -72.03323     -6.941289     0.0000000E+00 0.0000000E+00  70.86300     200001
   972.4911      163.3746     0.0000000E+00 0.0000000E+00 -597.3839     110001
  -1904.687     -458.3276     0.0000000E+00 0.0000000E+00  1204.660     020001
  0.0000000E+00 0.0000000E+00  28.40469     -50.20892     0.0000000E+00 101001
  0.0000000E+00 0.0000000E+00  290.0536      288.0449     0.0000000E+00 011001
   246.9365      66.49787     0.0000000E+00 0.0000000E+00  22.27771     002001
   11093.83      1922.465     0.0000000E+00 0.0000000E+00  276.5178     100200
  -70558.34     -17396.32     0.0000000E+00 0.0000000E+00  8095.907     010200
  0.0000000E+00 0.0000000E+00  7405.988     -1317.904     0.0000000E+00 001200
  0.0000000E+00 0.0000000E+00 0.1056204E-01 0.1046196E-02 0.0000000E+00 100110
  0.0000000E+00 0.0000000E+00-0.8501887E-01-0.6435681E-02 0.0000000E+00 010110
 -0.3501208E-01-0.9178788E-02 0.0000000E+00 0.0000000E+00-0.3208824E-02 001110
  0.2353790E-08-0.5031442E-08 0.0000000E+00 0.0000000E+00-0.7499241E-09 100020
 -0.4253842E-07 0.1218756E-07 0.0000000E+00 0.0000000E+00 0.2456141E-08 010020
  0.0000000E+00 0.0000000E+00-0.4749706E-08 0.2024503E-08 0.0000000E+00 001020
  0.0000000E+00 0.0000000E+00 -1075.650     -106.5457     0.0000000E+00 100101
  0.0000000E+00 0.0000000E+00  8658.413      655.4166     0.0000000E+00 010101
   3565.668      934.7777     0.0000000E+00 0.0000000E+00  326.7901     001101
 -0.4794247E-03 0.1024815E-02 0.0000000E+00 0.0000000E+00 0.1527439E-03 100011
  0.8664305E-02-0.2482392E-02 0.0000000E+00 0.0000000E+00-0.5002665E-03 010011
  0.0000000E+00 0.0000000E+00 0.9674287E-03-0.4123544E-03 0.0000000E+00 001011
   24.41257     -52.18413     0.0000000E+00 0.0000000E+00 -7.777804     100002
  -441.1911      126.4048     0.0000000E+00 0.0000000E+00  25.47384     010002
  0.0000000E+00 0.0000000E+00 -49.26199      20.99731     0.0000000E+00 001002
  0.0000000E+00 0.0000000E+00  12622.93     -2669.988     0.0000000E+00 000300
 -0.1177405    -0.2979343E-01 0.0000000E+00 0.0000000E+00-0.9646684E-02 000210
  0.0000000E+00 0.0000000E+00 0.3653820E-07 0.6728108E-09 0.0000000E+00 000120
 -0.3338081E-05-0.1120798E-05 0.0000000E+00 0.0000000E+00 0.4272298E-03 000030
   11990.82      3034.195     0.0000000E+00 0.0000000E+00  982.4287     000201
  0.0000000E+00 0.0000000E+00-0.7442184E-02-0.1370374E-03 0.0000000E+00 000111
  0.2348649E-07 0.5538387E-08 0.0000000E+00 0.0000000E+00 0.2237959E-07 000021
  0.0000000E+00 0.0000000E+00  378.9600      6.978016     0.0000000E+00 000102
 -0.2391894E-02-0.5640354E-03 0.0000000E+00 0.0000000E+00-0.2279161E-02 000012
   81.19770      19.14732     0.0000000E+00 0.0000000E+00  77.37075     000003
 ------------------------------------------------------------------------------
