     I  COEFFICIENT            ORDER EXPONENTS
     1  0.8086762456695282       0   0 0  0 0  0
     2  -.1031244685367491E-04   1   0 0  0 0  1
     3  -22.14491356048280       2   0 0  0 0  2
     -------------------------------------------
