 -0.1223899E-14 0.2439604E-15 0.0000000E+00 0.0000000E+00 0.2318274E-12 000000
   1.493395     0.2650232     0.0000000E+00 0.0000000E+00 0.1993224     100000
  -7.292044    -0.6244568     0.0000000E+00 0.0000000E+00 -1.537853     010000
  0.0000000E+00 0.0000000E+00 -1.882484     0.4040342     0.0000000E+00 001000
  0.0000000E+00 0.0000000E+00 -14.60411      2.603241     0.0000000E+00 000100
  0.8279110E-05 0.2779805E-05 0.0000000E+00 0.0000000E+00 0.9989404     000010
 -0.8431535    -0.2830983     0.0000000E+00 0.0000000E+00  107.9124     000001
  0.1038227     0.3455882E-01 0.0000000E+00 0.0000000E+00 -4.185412     200000
  -4.086280    -0.9758318     0.0000000E+00 0.0000000E+00  16.10102     110000
   23.18233      5.642116     0.0000000E+00 0.0000000E+00 -35.04036     020000
  0.0000000E+00 0.0000000E+00-0.2186210     0.7002152E-01 0.0000000E+00 101000
  0.0000000E+00 0.0000000E+00 -3.876757     0.3460660     0.0000000E+00 011000
 -0.5245940    -0.1076551     0.0000000E+00 0.0000000E+00 -10.68321     002000
  0.0000000E+00 0.0000000E+00  1.350063    -0.4886776E-01 0.0000000E+00 100100
  0.0000000E+00 0.0000000E+00 -36.42829      5.142210     0.0000000E+00 010100
  -4.217158     -1.052048     0.0000000E+00 0.0000000E+00 -123.0524     001100
  0.3584023E-03 0.8561005E-05 0.0000000E+00 0.0000000E+00-0.1255874E-05 100010
 -0.9616691E-04 0.9099607E-04 0.0000000E+00 0.0000000E+00 0.1654630E-03 010010
  0.0000000E+00 0.0000000E+00 0.7785098E-03-0.5624325E-04 0.0000000E+00 001010
  -36.50007    -0.8718620     0.0000000E+00 0.0000000E+00 0.1278995     100001
   9.793742     -9.267138     0.0000000E+00 0.0000000E+00 -16.85093     010001
  0.0000000E+00 0.0000000E+00 -79.28428      5.727873     0.0000000E+00 001001
  -4.523473     -1.740504     0.0000000E+00 0.0000000E+00 -405.9830     000200
  0.0000000E+00 0.0000000E+00 0.2586123E-02 0.8519809E-04 0.0000000E+00 000110
  0.1443714E-08-0.5775669E-10 0.0000000E+00 0.0000000E+00-0.8335707E-08 000020
  0.0000000E+00 0.0000000E+00 -263.3735     -8.676665     0.0000000E+00 000101
 -0.2940580E-03 0.1176416E-04 0.0000000E+00 0.0000000E+00 0.1697835E-02 000011
   14.97359    -0.5990374     0.0000000E+00 0.0000000E+00 -86.45467     000002
  0.9083006     -1.109838     0.0000000E+00 0.0000000E+00  2.295514     300000
   9.583299      19.04422     0.0000000E+00 0.0000000E+00 -13.21095     210000
  -165.9414     -118.1433     0.0000000E+00 0.0000000E+00 -74.07347     120000
   1458.476      428.1830     0.0000000E+00 0.0000000E+00  586.8648     030000
  0.0000000E+00 0.0000000E+00 -6.607672      1.109751     0.0000000E+00 201000
  0.0000000E+00 0.0000000E+00  87.29519     -14.78695     0.0000000E+00 111000
  0.0000000E+00 0.0000000E+00 -255.3540      40.20260     0.0000000E+00 021000
   1.164606     0.5861676     0.0000000E+00 0.0000000E+00-0.7980338     102000
  -12.37522     -4.702463     0.0000000E+00 0.0000000E+00 -12.49676     012000
  0.0000000E+00 0.0000000E+00  11.36711    -0.7428515     0.0000000E+00 003000
  0.0000000E+00 0.0000000E+00 -27.20375      5.265893     0.0000000E+00 200100
  0.0000000E+00 0.0000000E+00  232.3672     -43.25951     0.0000000E+00 110100
  0.0000000E+00 0.0000000E+00 -224.1175      2.973526     0.0000000E+00 020100
   2.153292      1.721156     0.0000000E+00 0.0000000E+00  11.68465     101100
  -150.4283     -35.34057     0.0000000E+00 0.0000000E+00 -358.0146     011100
  0.0000000E+00 0.0000000E+00  170.1988     -6.556433     0.0000000E+00 002100
  0.6358023E-04 0.4842984E-04 0.0000000E+00 0.0000000E+00-0.1289476E-02 200010
  0.3610367E-04-0.2197106E-03 0.0000000E+00 0.0000000E+00 0.7097793E-02 110010
 -0.9937436E-02-0.2284830E-02 0.0000000E+00 0.0000000E+00-0.8270326E-02 020010
  0.0000000E+00 0.0000000E+00 0.2219711E-03-0.2723732E-04 0.0000000E+00 101010
  0.0000000E+00 0.0000000E+00-0.5198329E-03 0.1577480E-03 0.0000000E+00 011010
 -0.1491870E-03-0.2371793E-05 0.0000000E+00 0.0000000E+00-0.5813851E-03 002010
  -6.475079     -4.932147     0.0000000E+00 0.0000000E+00  131.3217     200001
  -3.676836      22.37556     0.0000000E+00 0.0000000E+00 -722.8469     110001
   1012.039      232.6895     0.0000000E+00 0.0000000E+00  842.2589     020001
  0.0000000E+00 0.0000000E+00 -22.60577      2.773878     0.0000000E+00 101001
  0.0000000E+00 0.0000000E+00  52.94034     -16.06523     0.0000000E+00 011001
   15.19336     0.2415459     0.0000000E+00 0.0000000E+00  59.20889     002001
   24.14139     0.2417450     0.0000000E+00 0.0000000E+00  76.75924     100200
  -910.1599     -156.0627     0.0000000E+00 0.0000000E+00 -1565.182     010200
  0.0000000E+00 0.0000000E+00  859.6205     0.4535362     0.0000000E+00 001200
  0.0000000E+00 0.0000000E+00 0.2018199E-03-0.3362429E-04 0.0000000E+00 100110
  0.0000000E+00 0.0000000E+00 0.4384316E-02-0.4873403E-04 0.0000000E+00 010110
 -0.2315610E-02-0.1694757E-03 0.0000000E+00 0.0000000E+00-0.6761326E-02 001110
  0.1676095E-07-0.5278990E-08 0.0000000E+00 0.0000000E+00-0.1281155E-08 100020
 -0.3326309E-07 0.4492538E-08 0.0000000E+00 0.0000000E+00 0.3613261E-08 010020
  0.0000000E+00 0.0000000E+00 0.2212922E-06-0.4447555E-07 0.0000000E+00 001020
  0.0000000E+00 0.0000000E+00 -20.55356      3.424334     0.0000000E+00 100101
  0.0000000E+00 0.0000000E+00 -446.5035      4.963126     0.0000000E+00 010101
   235.8243      17.25959     0.0000000E+00 0.0000000E+00  688.5808     001101
 -0.3413907E-02 0.1075236E-02 0.0000000E+00 0.0000000E+00 0.2609442E-03 100011
  0.6775073E-02-0.9150566E-03 0.0000000E+00 0.0000000E+00-0.7359470E-03 010011
  0.0000000E+00 0.0000000E+00-0.4507328E-01 0.9058877E-02 0.0000000E+00 001011
   173.8380     -54.75160     0.0000000E+00 0.0000000E+00 -13.28742     100002
  -344.9904      46.59517     0.0000000E+00 0.0000000E+00  37.47482     010002
  0.0000000E+00 0.0000000E+00  2295.156     -461.2829     0.0000000E+00 001002
  0.0000000E+00 0.0000000E+00  1342.894      110.1133     0.0000000E+00 000300
 -0.6652784E-02-0.8811693E-03 0.0000000E+00 0.0000000E+00-0.1863602E-01 000210
  0.0000000E+00 0.0000000E+00 0.1686355E-05-0.2884564E-06 0.0000000E+00 000120
 -0.3338081E-05-0.1120798E-05 0.0000000E+00 0.0000000E+00 0.4272298E-03 000030
   677.5267      89.73923     0.0000000E+00 0.0000000E+00  1897.912     000201
  0.0000000E+00 0.0000000E+00-0.3434805     0.5875342E-01 0.0000000E+00 000111
  0.3608949E-07 0.8911220E-08 0.0000000E+00 0.0000000E+00 0.2523753E-07 000021
  0.0000000E+00 0.0000000E+00  17490.21     -2991.756     0.0000000E+00 000102
 -0.3675400E-02-0.9075282E-03 0.0000000E+00 0.0000000E+00-0.2570218E-02 000012
   124.7689      30.80788     0.0000000E+00 0.0000000E+00  87.25124     000003
 ------------------------------------------------------------------------------
