 -0.9650066    -0.8419857E-01 0.0000000E+00 0.0000000E+00-0.3375976E-01 100000
  0.8166679    -0.9650066     0.0000000E+00 0.0000000E+00-0.7878775     010000
  0.0000000E+00 0.0000000E+00-0.9440244    -0.1602289E-01 0.0000000E+00 001000
  0.0000000E+00 0.0000000E+00  6.791409    -0.9440244     0.0000000E+00 000100
 -0.7736343E-05-0.3314946E-06 0.0000000E+00 0.0000000E+00 0.9989236     000010
  0.7878775     0.3375976E-01 0.0000000E+00 0.0000000E+00  109.6239     000001
 -0.6320235     0.2416582E-01 0.0000000E+00 0.0000000E+00 -7.193510     200000
  0.5816566      1.273895     0.0000000E+00 0.0000000E+00 0.4384278     110000
   4.466797    -0.4401297     0.0000000E+00 0.0000000E+00 -70.83139     020000
  0.0000000E+00 0.0000000E+00 0.2512341     0.9773733E-02 0.0000000E+00 101000
  0.0000000E+00 0.0000000E+00-0.8579700    -0.3187710E-01 0.0000000E+00 011000
  0.5763004E-02 0.3197709E-02 0.0000000E+00 0.0000000E+00 -1.447404     002000
  0.0000000E+00 0.0000000E+00 -4.211465    -0.3930284     0.0000000E+00 100100
  0.0000000E+00 0.0000000E+00 -18.72725     0.7694403     0.0000000E+00 010100
 -0.7426182    -0.3793507     0.0000000E+00 0.0000000E+00-0.1138423     001100
 -0.1211877E-03 0.1366399E-03 0.0000000E+00 0.0000000E+00-0.6349731E-06 100010
 -0.1337287E-02-0.1111290E-03 0.0000000E+00 0.0000000E+00-0.1553225E-04 010010
  0.0000000E+00 0.0000000E+00-0.1918713E-03 0.2690193E-04 0.0000000E+00 001010
   12.34188     -13.91556     0.0000000E+00 0.0000000E+00 0.6466639E-01 100001
   136.1908      11.31750     0.0000000E+00 0.0000000E+00  1.581822     010001
  0.0000000E+00 0.0000000E+00  19.54039     -2.739722     0.0000000E+00 001001
  -8.722162      2.681927     0.0000000E+00 0.0000000E+00 -611.7990     000200
  0.0000000E+00 0.0000000E+00-0.1137621E-01-0.1947518E-03 0.0000000E+00 000110
 -0.2741070E-09 0.5418600E-09 0.0000000E+00 0.0000000E+00-0.8639330E-08 000020
  0.0000000E+00 0.0000000E+00  1158.565      19.83374     0.0000000E+00 000101
  0.6584181E-04-0.1107122E-03 0.0000000E+00 0.0000000E+00 0.1755286E-02 000011
  -3.352701      5.637523     0.0000000E+00 0.0000000E+00 -89.38011     000002
  -4.081248    -0.2706651     0.0000000E+00 0.0000000E+00 -3.620540     300000
  -73.64729      4.807274     0.0000000E+00 0.0000000E+00  30.96413     210000
   46.16040      73.95936     0.0000000E+00 0.0000000E+00  121.9809     120000
   16.10274     -38.95321     0.0000000E+00 0.0000000E+00 -104.1433     030000
  0.0000000E+00 0.0000000E+00 -1.315936     0.2748066     0.0000000E+00 201000
  0.0000000E+00 0.0000000E+00  32.05031     0.6281268E-01 0.0000000E+00 111000
  0.0000000E+00 0.0000000E+00 -39.15206      4.493703     0.0000000E+00 021000
 -0.9096693E-03 0.2861245     0.0000000E+00 0.0000000E+00 0.3484692     102000
  -4.541752    -0.6371179     0.0000000E+00 0.0000000E+00 -1.347973     012000
  0.0000000E+00 0.0000000E+00-0.5496638     0.5924841E-01 0.0000000E+00 003000
  0.0000000E+00 0.0000000E+00 -197.9512     -4.081864     0.0000000E+00 200100
  0.0000000E+00 0.0000000E+00  31.52501     -31.35347     0.0000000E+00 110100
  0.0000000E+00 0.0000000E+00 -1106.265     -13.28437     0.0000000E+00 020100
   29.35871      1.742675     0.0000000E+00 0.0000000E+00 -13.65774     101100
   16.83930     -29.18457     0.0000000E+00 0.0000000E+00 -50.03242     011100
  0.0000000E+00 0.0000000E+00 -38.69308    -0.2860627     0.0000000E+00 002100
  0.5926768E-04-0.5952534E-04 0.0000000E+00 0.0000000E+00-0.3686799E-03 200010
 -0.1382187E-02-0.1681782E-03 0.0000000E+00 0.0000000E+00 0.4123736E-03 110010
 -0.7936423E-03 0.9649856E-03 0.0000000E+00 0.0000000E+00 0.7871835E-03 020010
  0.0000000E+00 0.0000000E+00 0.1290029E-03 0.1126588E-04 0.0000000E+00 101010
  0.0000000E+00 0.0000000E+00 0.5074832E-03 0.6176684E-05 0.0000000E+00 011010
  0.1264161E-04 0.8798453E-05 0.0000000E+00 0.0000000E+00-0.1877822E-04 002010
  -6.035885      6.062125     0.0000000E+00 0.0000000E+00  37.54675     200001
   140.7635      17.12745     0.0000000E+00 0.0000000E+00 -41.99657     110001
   80.82539     -98.27518     0.0000000E+00 0.0000000E+00 -80.16761     020001
  0.0000000E+00 0.0000000E+00 -13.13782     -1.147330     0.0000000E+00 101001
  0.0000000E+00 0.0000000E+00 -51.68264    -0.6290385     0.0000000E+00 011001
  -1.287442    -0.8960431     0.0000000E+00 0.0000000E+00  1.912398     002001
  -278.5510      194.9938     0.0000000E+00 0.0000000E+00 -62.20599     100200
  -1191.386     -1.404579     0.0000000E+00 0.0000000E+00  761.5724     010200
  0.0000000E+00 0.0000000E+00 -129.7789      38.64014     0.0000000E+00 001200
  0.0000000E+00 0.0000000E+00 0.5496277E-03 0.6512594E-04 0.0000000E+00 100110
  0.0000000E+00 0.0000000E+00-0.4466461E-02-0.4575877E-03 0.0000000E+00 010110
  0.2722704E-03 0.3558020E-04 0.0000000E+00 0.0000000E+00-0.1387230E-03 001110
  0.9433882E-07 0.1088952E-07 0.0000000E+00 0.0000000E+00 0.1618356E-08 100020
 -0.8413699E-07 0.9248842E-07 0.0000000E+00 0.0000000E+00 0.4877213E-07 010020
  0.0000000E+00 0.0000000E+00 0.1602299E-06 0.3004417E-08 0.0000000E+00 001020
  0.0000000E+00 0.0000000E+00 -55.97467     -6.632494     0.0000000E+00 100101
  0.0000000E+00 0.0000000E+00  454.8692      46.60123     0.0000000E+00 010101
  -27.72829     -3.623519     0.0000000E+00 0.0000000E+00  14.12750     001101
 -0.1920853E-01-0.2197009E-02 0.0000000E+00 0.0000000E+00-0.2400094E-03 100011
  0.1693008E-01-0.1886537E-01 0.0000000E+00 0.0000000E+00-0.1003819E-01 010011
  0.0000000E+00 0.0000000E+00-0.3261304E-01-0.6089029E-03 0.0000000E+00 001011
   978.1085      111.8729     0.0000000E+00 0.0000000E+00  12.22141     100002
  -862.0890      960.6348     0.0000000E+00 0.0000000E+00  511.1500     010002
  0.0000000E+00 0.0000000E+00  1660.673      31.00567     0.0000000E+00 001002
  0.0000000E+00 0.0000000E+00 -10891.00     -237.9964     0.0000000E+00 000300
 -0.3945389E-02-0.1835726E-02 0.0000000E+00 0.0000000E+00-0.1380609E-01 000210
  0.0000000E+00 0.0000000E+00-0.1275062E-05 0.1605011E-06 0.0000000E+00 000120
  0.3119241E-05 0.1336564E-06 0.0000000E+00 0.0000000E+00 0.4340058E-03 000030
   401.8026      186.9523     0.0000000E+00 0.0000000E+00  1406.027     000201
  0.0000000E+00 0.0000000E+00 0.2599568    -0.3268802E-01 0.0000000E+00 000111
 -0.1244231E-06-0.1023421E-07 0.0000000E+00 0.0000000E+00 0.2159598E-07 000021
  0.0000000E+00 0.0000000E+00 -13237.14      1664.492     0.0000000E+00 000102
  0.1268900E-01 0.1077163E-02 0.0000000E+00 0.0000000E+00-0.2206876E-02 000012
  -430.7539     -36.56649     0.0000000E+00 0.0000000E+00  74.91688     000003
 ------------------------------------------------------------------------------
