  0.9999993852343     0.0000000000000E+00 0.1108844559495E-02 000000
  0.8034346567601E-04 0.0000000000000E+00-0.7245687838804E-01 100000
  0.1874938776286E-02 0.0000000000000E+00 -1.690893105581     010000
  0.0000000000000E+00 0.3526344528537E-01 0.0000000000000E+00 001000
  0.0000000000000E+00-0.1223192107812     0.0000000000000E+00 000100
  0.1107960379032E-07 0.0000000000000E+00-0.9991748631259E-05 000010
 -0.1128328143588E-02 0.0000000000000E+00  1.017570439343     000001
 -0.2578095637723E-02 0.0000000000000E+00-0.4230414171994E-01 200000
 -0.1237279162441     0.0000000000000E+00  1.091995637861     110000
  -1.428414010403     0.0000000000000E+00 -1.035647409123     020000
  0.0000000000000E+00 0.1971728538014E-01 0.0000000000000E+00 101000
  0.0000000000000E+00-0.5299952702373     0.0000000000000E+00 011000
 -0.6103334795469E-03 0.0000000000000E+00-0.1030097639640E-01 002000
  0.0000000000000E+00  5.470450257657     0.0000000000000E+00 100100
  0.0000000000000E+00 -1.167294614650     0.0000000000000E+00 010100
  0.4704319633196E-02 0.0000000000000E+00-0.3525471086587     001100
 -0.8534961072244E-06 0.0000000000000E+00 0.1168093326341E-03 100010
 -0.1678189650869E-04 0.0000000000000E+00-0.1020105681106E-03 010010
  0.0000000000000E+00 0.7391621747652E-05 0.0000000000000E+00 001010
  0.8692092388871E-01 0.0000000000000E+00 -11.89598862457     100001
   1.709086368575     0.0000000000000E+00  10.38886631314     010001
  0.0000000000000E+00-0.7527715087103     0.0000000000000E+00 001001
 -0.4011320708508E-02 0.0000000000000E+00 -3.129091518922     000200
  0.0000000000000E+00 0.2067247947408E-03 0.0000000000000E+00 000110
 -0.1269897313459E-10 0.0000000000000E+00 0.2997613979677E-09 000020
  0.0000000000000E+00 -21.05307586833     0.0000000000000E+00 000101
  0.1024947876989E-04 0.0000000000000E+00-0.7409596686229E-04 000011
 -0.5219094338791     0.0000000000000E+00  3.773005804279     000002
 -0.2802625455893E-02 0.0000000000000E+00-0.2366383434656     300000
  0.2175499036949E-02 0.0000000000000E+00  4.897070847906     210000
   1.700965680961     0.0000000000000E+00  63.84143357872     120000
  -1.709752857364     0.0000000000000E+00 -34.93642889920     030000
  0.0000000000000E+00 0.1443043265029     0.0000000000000E+00 201000
  0.0000000000000E+00-0.1875108264600E-01 0.0000000000000E+00 111000
  0.0000000000000E+00  1.738684884895     0.0000000000000E+00 021000
 -0.1713554474326E-02 0.0000000000000E+00 0.2452340544275     102000
  0.1889484988601E-02 0.0000000000000E+00-0.5561917881504     012000
  0.0000000000000E+00 0.1735615574697E-01 0.0000000000000E+00 003000
  0.0000000000000E+00  5.733096191966     0.0000000000000E+00 200100
  0.0000000000000E+00 -4.180680257780     0.0000000000000E+00 110100
  0.0000000000000E+00 -14.10701781040     0.0000000000000E+00 020100
 -0.2170772045835     0.0000000000000E+00 0.9353066203134     101100
 -0.5927043759848     0.0000000000000E+00 -24.43088805798     011100
  0.0000000000000E+00 0.5335454569041     0.0000000000000E+00 002100
  0.8104920439777E-05 0.0000000000000E+00-0.5758714387261E-04 200010
  0.2011687327677E-03 0.0000000000000E+00-0.1195979206967E-03 110010
 -0.1837505613975E-03 0.0000000000000E+00 0.8665284625825E-03 020010
  0.0000000000000E+00-0.6314595679264E-04 0.0000000000000E+00 101010
  0.0000000000000E+00-0.2287040441545E-03 0.0000000000000E+00 011010
 -0.3717464229050E-06 0.0000000000000E+00 0.7361570290333E-05 002010
 -0.8254122400152     0.0000000000000E+00  5.864738001039     200001
